,num,del_flag,id,full_name
Володимир Рисенк,2,False,15802,
Анастас Митк,2,False,15803,
Вітал Рибальченк,2,False,15804,
Олен Джим,2,False,15805,
Ірин Кармелюк,2,False,15806,
Олег Лисенк,2,False,15807,
Ігор Ліщин,2,False,15808,
Марин Канатов,2,False,15809,
Седарс,2,False,15810,
Матяш Сентіван,2,False,15811,
Ерік Швам,2,False,15812,
Галинівк,2,False,15813,
Ле Ивановн,2,False,15814,
Covid Надх Захав,2,False,15815,
Альберт Дін,2,False,15816,
Бен Коллинс,2,False,15817,
Кэтрин Кларк,2,False,15818,
Гарр официальн,2,False,15819,
Штефен Зайберт,2,False,15820,
Антон Симоненк,2,False,15821,
Іван Наскевич,2,False,15822,
Ілл Грицанюк,2,False,15823,
Шойбл,2,False,15824,
Юл Пилипенк,2,False,15825,
Серг Мазан,2,False,15826,
Ле Демськ,2,False,15827,
Натал Гаврилиц,2,False,15828,
Михайл Старостін,2,False,15829,
Віде Трамп,2,False,15830,
Нацполіці Ганн Дан,2,False,15831,
Байден підтверд підтримк територіальн цілісност Україн,2,False,15832,
Хенрік Уллум,2,False,15833,
Валентин Швец,2,False,15834,
Богда Гдал,2,False,15835,
Егон Чолакян,2,False,15836,
Светла,2,False,15837,
Натан Гілл,2,False,15838,
Ткг Кравчук,2,False,15839,
Госпсуд м . Києв,2,False,15840,
Ан призна,2,False,15841,
Ненс Бокскор,2,False,15842,
Мустаф Сентоп,2,False,15843,
Ніл Брукс,2,False,15844,
Василіс Бокос,2,False,15845,
Алл Заможськ,2,False,15846,
Серг Каплін,2,False,15847,
Сильвестр Радегонд,2,False,15848,
Вер Акимов,2,False,15849,
Богдан Савлюк,2,False,15850,
Майк Пен,2,False,15851,
"Ліз """,2,False,15852,
Крім Нуланд Байден,2,False,15853,
Зеленоградськ Савв,2,False,15854,
Юр Татунчак,2,False,15855,
Ігор Вдовичин,2,False,15856,
Гамалі,2,False,15857,
Андр Марочк,2,False,15858,
Владимир Епифанц,2,False,15859,
Вір Компанієц,2,False,15860,
Мехд Тарем,2,False,15861,
Олександр Коломійц,2,False,15862,
Марк Бреланд,2,False,15863,
Жасмин,2,False,15864,
Вітольд Банк,2,False,15865,
Владислав Капице,2,False,15866,
Марин Хмеловск,2,False,15867,
Васил Павлюк,2,False,15868,
Вадим Иосуб,2,False,15869,
Світлан Тіханоськ,2,False,15870,
Натал Ларичев,2,False,15871,
Владімір Черн,2,False,15872,
Лил .,2,False,15873,
Богатов,2,False,15874,
Абакар Абакар,2,False,15875,
Алін Жестовськ,2,False,15876,
Асмік Петросян,2,False,15877,
Ден Баруш,2,False,15878,
Ахмед,2,False,15879,
Крістофер Дафф,2,False,15880,
Ван Капел,2,False,15881,
Дмитр Толпинск,2,False,15882,
Натал Бугук,2,False,15883,
Богдан Райчинец,2,False,15884,
Борис Шевченк,2,False,15885,
Ан Коротк,2,False,15886,
Ісламськ Республік Іран,2,False,15887,
Кевин Челли-берд,2,False,15888,
Джозеф Р . Байден,2,False,15889,
Борис Ткач,2,False,15890,
Ната Рошк,2,False,15891,
Ива Дар,2,False,15892,
Олександр Стельм,2,False,15893,
Віктор Шарі,2,False,15894,
Андр Никифор,2,False,15895,
Костянтин Кляцкін,2,False,15896,
Анастас Кошман,2,False,15897,
Тетян Костиненк,2,False,15898,
Петр Римар,2,False,15899,
Олен Корен,2,False,15900,
Микол Чирв,2,False,15901,
Афер,2,False,15902,
Горбал,2,False,15903,
Володимир Трегуб,2,False,15904,
Андр Кравц,2,False,15905,
Вір Лобунец,2,False,15906,
Мар Самовол,2,False,15907,
Конор Мак,2,False,15908,
Єгор Сорін,2,False,15909,
Астрологин Люб Коденк,2,False,15910,
Оксан Каденк,2,False,15911,
Серг Сокол,2,False,15912,
Карл Фрістон,2,False,15913,
Натал Українец,2,False,15914,
Лідіє,2,False,15915,
Микол Колесник,2,False,15916,
Володимир Нєустроєв,2,False,15917,
Евген Бобк,2,False,15918,
Єлизавет Небесн,2,False,15919,
Ольг Романенк,2,False,15920,
Поет,2,False,15921,
Галин Михайлюк,2,False,15922,
Христин Мохнацьк,2,False,15923,
Олег Яремк,2,False,15924,
Ендр Крамер,2,False,15925,
Світлан Чуб,2,False,15926,
Бертолін Клеріч,2,False,15927,
Осбб,2,False,15928,
Володимир Герасименк,2,False,15929,
Дмитр Наг,2,False,15930,
Олен Ротар,2,False,15931,
Микол Побережн,2,False,15932,
Володимир Іськ,2,False,15933,
Ерік Кріпк,2,False,15934,
Володимир Семенович,2,False,15935,
Майкл Сехестед,2,False,15936,
Джойс Коен,2,False,15937,
Артем Компан,2,False,15938,
Тимур Глушк,2,False,15939,
Натал Панаш,2,False,15940,
Вітал Улибін,2,False,15941,
Серг Ларін,2,False,15942,
Натал Воронц,2,False,15943,
Юр Бузьк,2,False,15944,
Петр Калнишевськ,2,False,15945,
Репяхов,2,False,15946,
Ебол,2,False,15947,
Політолог Загородн,2,False,15948,
Нікас Сафрон,2,False,15949,
Алін Яценк,2,False,15950,
Ольг Білокін,2,False,15951,
Розенк,2,False,15952,
Ольг Бенд,2,False,15953,
Степан Шевчук,2,False,15954,
Натал Варварук,2,False,15955,
Ва Цаньк,2,False,15956,
Оксан Грабарськ,2,False,15957,
Дмитр Родак,2,False,15958,
Іван Маляр,2,False,15959,
Дарн Маджид,2,False,15960,
Вад Ластовицьк,2,False,15961,
Іван Вакарчук,2,False,15962,
Ірин Гурик,2,False,15963,
Ігор Ткачук,2,False,15964,
Лесєв,2,False,15965,
Вітал Барановськ,2,False,15966,
Володимир Ярошенк,2,False,15967,
Серг Голован,2,False,15968,
Бенжамен Менд,2,False,15969,
Натал Ніколаєнк,2,False,15970,
Олег Соболєв,2,False,15971,
Лук Ронкорон,2,False,15972,
Хамід Сурян,2,False,15973,
Володимир Корпусенк,2,False,15974,
Інгрід Сьюард,2,False,15975,
Олег Ковал,2,False,15976,
Евген Денисенк,2,False,15977,
Андр Кулеб,2,False,15978,
Тамар Габун,2,False,15979,
Віктор Шумад,2,False,15980,
Ігор Кобилянськ,2,False,15981,
Віктор Гулак,2,False,15982,
Міністерк,2,False,15983,
Руслан Забіл,2,False,15984,
Роман Ханенк,2,False,15985,
Євген Нальот,2,False,15986,
Шумськ,2,False,15987,
Остап,2,False,15988,
Ганн Терянік,2,False,15989,
Бєлік,2,False,15990,
директор Lead9 Mobile Marketing Назар Гриник,2,False,15991,
Тетян Чугаєнк,2,False,15992,
Віолетт Янишевськ,2,False,15993,
Жадсон,2,False,15994,
Сет Карр,2,False,15995,
Алін Даневич,2,False,15996,
Мянм Дюжаррік,2,False,15997,
Ігор Ларіон,2,False,15998,
Ірин Подяляк,2,False,15999,
Артур Авагімян,2,False,16000,
Серг Павлюк,2,False,16001,
Прасанн Ранатунг,2,False,16002,
Ігор Осінькін,2,False,16003,
Фан Цзигуан,2,False,16004,
Річард Роббінс,2,False,16005,
Барбар Шелл,2,False,16006,
Микол Пятковськ,2,False,16007,
Серг Дементьєв,2,False,16008,
Васил Попатенк,2,False,16009,
Анатол Долинн,2,False,16010,
Олег Гетман,2,False,16011,
Жанн Тетенев,2,False,16012,
Катерин Павл,2,False,16013,
Руслан Колбас,2,False,16014,
Ірин Сандуляк,2,False,16015,
Свят Сімейств,2,False,16016,
Олен Сушк,2,False,16017,
Юр Лихот,2,False,16018,
Натал Булатецьк,2,False,16019,
Гол Де,2,False,16020,
Патріарх Кирил наснаг,2,False,16021,
Євген Кафельник,2,False,16022,
Лор Созаєв,2,False,16023,
Мар Русланівн Хомчак,2,False,16024,
Олен Петр,2,False,16025,
Федерік Варез,2,False,16026,
Жил Пєр,2,False,16027,
Олег Тактар,2,False,16028,
Серг Якубовськ,2,False,16029,
Олександр Скорик,2,False,16030,
Джеймс Інхоф,2,False,16031,
Борис Патон,2,False,16032,
Дарин Блажієвськ,2,False,16033,
Гліб Пахаренк,2,False,16034,
Вад Борлодян,2,False,16035,
Українськ телеведуч Сніжан Єгор,2,False,16036,
Мораєс,2,False,16037,
Тетян Шевчук,2,False,16038,
Вад Маркович,2,False,16039,
Секретар Помпе,2,False,16040,
Анатол Павелк,2,False,16041,
Олекс Федос,2,False,16042,
Нор Ефрон,2,False,16043,
Джонатан Стюарт,2,False,16044,
Володимир Кіцак,2,False,16045,
Джейк Крейн,2,False,16046,
Катерин Гаврил,2,False,16047,
Саймон Вільмонт,2,False,16048,
Андр Кирьян,2,False,16049,
Євген Ван,2,False,16050,
Володимир Клим,2,False,16051,
Іван Вирізуб,2,False,16052,
Ростислав Ріпк,2,False,16053,
Юр Сивицьк,2,False,16054,
Жовкв,2,False,16055,
Андр Заливськ,2,False,16056,
медіаексперт Андр Соломах,2,False,16057,
Павл Придвор,2,False,16058,
Микол Брєєв,2,False,16059,
11-річн Даш Лукяненк,2,False,16060,
Тутт Ларсен,2,False,16061,
Ларис Родченк,2,False,16062,
Над Шаригін,2,False,16063,
Альон Парфьон,2,False,16064,
Мосейчук,2,False,16065,
Ян Шемаєв,2,False,16066,
Світлан Каспрук,2,False,16067,
Тетян Кошел,2,False,16068,
Серг Грищук,2,False,16069,
Центр імен М . Ф . Гамале,2,False,16070,
Анастас Олійник,2,False,16071,
Діоніс Волк,2,False,16072,
Люб Джуган,2,False,16073,
Президент Вучич,2,False,16074,
Брюс Вілліс,2,False,16075,
Колін Кемпбелл,2,False,16076,
Жуніор,2,False,16077,
Ольг Вальк,2,False,16078,
Управлінн старовин Ізраїл,2,False,16079,
Мелод Катлер,2,False,16080,
Сенд Манр,2,False,16081,
Катарин,2,False,16082,
Богдан Глядик,2,False,16083,
Дмитр Браславськ,2,False,16084,
Евген Кулагин,2,False,16085,
Хьюг Викерс,2,False,16086,
Пантелеймон,2,False,16087,
Вітал Кравчинськ,2,False,16088,
Максим Новиков,2,False,16089,
Людмил Гер,2,False,16090,
Ірин Венедік,2,False,16091,
Роберт Джобсон,2,False,16092,
Принц,2,False,16093,
Камар Джавед,2,False,16094,
Рокса Жосан,2,False,16095,
Шумер Джастін,2,False,16096,
Марис Куницкис,2,False,16097,
Дмитр Климашенк,2,False,16098,
Кевин Ламур,2,False,16099,
Васил Борис,2,False,16100,
Олександр Фоміч,2,False,16101,
Федір Роман,2,False,16102,
Андрейс,2,False,16103,
Тарабаров,2,False,16104,
Натал Лукян,2,False,16105,
Юл Латынин,2,False,16106,
Роман Клінчук,2,False,16107,
Клим Холодн,2,False,16108,
Георг Победоносц,2,False,16109,
Дмитр Тенетк,2,False,16110,
Анжелік Терлюг,2,False,16111,
Чжо Мо Тун,2,False,16112,
Рома Цаплиенк,2,False,16113,
Коф Анна,2,False,16114,
Владимир Корсун,2,False,16115,
Денис Родин,2,False,16116,
Павел Тук,2,False,16117,
Олег Дземьюк,2,False,16118,
Людмил Плахотн,2,False,16119,
Енвер Аблаєв,2,False,16120,
Витал Елькин,2,False,16121,
Володимир Го,2,False,16122,
Зачіск,2,False,16123,
Ігор Маковц,2,False,16124,
Дарр Райт,2,False,16125,
Юр Жемчужин,2,False,16126,
Едвін,2,False,16127,
Олександр Заславськ,2,False,16128,
Енд Ліпо,2,False,16129,
Алипов,2,False,16130,
Соф Ометюк,2,False,16131,
Павел Вол,2,False,16132,
Юл Чобан,2,False,16133,
Геннад Шаргородськ,2,False,16134,
Денис Сологуб,2,False,16135,
Богда Скокл,2,False,16136,
Лар Костенк,2,False,16137,
Іван Зубк,2,False,16138,
Юр Марценишин,2,False,16139,
Ил Дробчак,2,False,16140,
Олександр Шафієв,2,False,16141,
Юр Фельштинск,2,False,16142,
Беньямин Вербич,2,False,16143,
Екатерин Соломак,2,False,16144,
Волод,2,False,16145,
Віктор Файнблат,2,False,16146,
Рэйчел,2,False,16147,
Арт Яшкин,2,False,16148,
Лил Полкопаев,2,False,16149,
Олександр Ткачук,2,False,16150,
Вітал Сіклінськ,2,False,16151,
Алекс Дурн,2,False,16152,
Вітал Сніжк,2,False,16153,
Валер Ситник,2,False,16154,
Ива Лопатченк,2,False,16155,
Мустаф Найєм,2,False,16156,
Васил Тимощук,2,False,16157,
Кшиштоф Копан,2,False,16158,
Константин Климашенк,2,False,16159,
Лял Євтушенк,2,False,16160,
Лід Паньк,2,False,16161,
Джим Брук,2,False,16162,
Легенд Шахтар Луїс Адріан,2,False,16163,
Олен Ольшанськ,2,False,16164,
Віктор Писанец,2,False,16165,
Марцінків,2,False,16166,
Прилипк,2,False,16167,
Євген Шепел,2,False,16168,
Володимир Галевич,2,False,16169,
Світлан Аніцев,2,False,16170,
Светла Резниченк,2,False,16171,
"Ат "" Львівгаз """,2,False,16172,
Мвд Авак,2,False,16173,
Людмил Безус,2,False,16174,
М . Моравєцьк,2,False,16175,
Аллергик,2,False,16176,
Кілліан Мбапп,2,False,16177,
Єгор Жмур,2,False,16178,
Майкл Боттчер,2,False,16179,
Роман Корнеляк,2,False,16180,
Дан Нессел,2,False,16181,
Тим Маккорт,2,False,16182,
Іванн Дубинк,2,False,16183,
Юл Ярошенк,2,False,16184,
Веронік Моторін,2,False,16185,
Ирин Плетнев,2,False,16186,
Елен Ефименк,2,False,16187,
Сергі Кічмаренк,2,False,16188,
Ігор Піщєвят,2,False,16189,
Зодиак,2,False,16190,
Евстрат Зор,2,False,16191,
Кпк Україн,2,False,16192,
Еммануел Джексон,2,False,16193,
Альберт Тессейн,2,False,16194,
Іван Богун,2,False,16195,
Галин Герас,2,False,16196,
Ян Iі Казимир,2,False,16197,
Світлан Немоляєв,2,False,16198,
Юр Гульдас,2,False,16199,
Мэтт Мо,2,False,16200,
Александр Ноздратенк,2,False,16201,
Любріч,2,False,16202,
Хіменес,2,False,16203,
Шувалов,2,False,16204,
Вад Швец,2,False,16205,
Вітал Скальськ,2,False,16206,
Богдан Кравчук,2,False,16207,
Андр Чирк,2,False,16208,
Натал Зарудн,2,False,16209,
Мохаммед Баркинд,2,False,16210,
Лахла,2,False,16211,
Ігор Лаврешин,2,False,16212,
Ольг Стецюк,2,False,16213,
Юр Голуб,2,False,16214,
Віл Шекспір,2,False,16215,
Юл Проскуряк,2,False,16216,
Никола лиш,2,False,16217,
Тетян Гриньк,2,False,16218,
Клав Кок,2,False,16219,
Томиленк,2,False,16220,
Джефф Таліаферр,2,False,16221,
Володимир Мельничук,2,False,16222,
Валентин Матві,2,False,16223,
Іван Босяк,2,False,16224,
Олег М,2,False,16225,
Валентин Ільницьк,2,False,16226,
Адвокат Депард Ерв Тем,2,False,16227,
Марк Райа,2,False,16228,
Тарас Матвіїв,2,False,16229,
Андр Коколюк,2,False,16230,
Мартиніан,2,False,16231,
Кірб,2,False,16232,
Игор Шолтис,2,False,16233,
Іван Француз,2,False,16234,
Вітал Галатир,2,False,16235,
Грег Еббот,2,False,16236,
Микол Воробй,2,False,16237,
Екатерин Клочк,2,False,16238,
Георг Духовичн,2,False,16239,
Олен Шовк,2,False,16240,
Євген Ільченк,2,False,16241,
Адриа Лукма,2,False,16242,
Юл Яцик,2,False,16243,
Нік Сіммондс,2,False,16244,
Олександр Навальн,2,False,16245,
Денис Штейма,2,False,16246,
Серг Роздум,2,False,16247,
Мар ван Керх,2,False,16248,
Вер Агеев,2,False,16249,
Николенк,2,False,16250,
Александр Хурудж,2,False,16251,
Ел Коробков,2,False,16252,
Генштаб Всу Хомчак,2,False,16253,
Шриват,2,False,16254,
Эм Худ,2,False,16255,
Моргунов,2,False,16256,
Тарас Гончарук,2,False,16257,
Артур Переверзєв,2,False,16258,
Мар Луценк,2,False,16259,
Владимир Зимин,2,False,16260,
Сам Крамер,2,False,16261,
Юр Лихач,2,False,16262,
Анастас Полтавськ,2,False,16263,
Мар Ворожильник,2,False,16264,
Олександр Тата,2,False,16265,
Президент Макрон,2,False,16266,
Алин на,2,False,16267,
Ден Влас,2,False,16268,
Олекс Опанасенк,2,False,16269,
Натал Юсіф,2,False,16270,
Дмитр Павличк,2,False,16271,
Паша,2,False,16272,
Ад Кинзингер,2,False,16273,
Серг Тофілат,2,False,16274,
Ол Білаш,2,False,16275,
Світлан Ошек,2,False,16276,
Ольг Василєв,2,False,16277,
Ян Ремсік,2,False,16278,
Марі Золкін,2,False,16279,
Шарлотт Беннетт,2,False,16280,
Евген Щербин,2,False,16281,
Екатерин Зеленск,2,False,16282,
Кір Гармаш,2,False,16283,
Владисл Білоножк,2,False,16284,
Анатол Тараненк,2,False,16285,
Олен Вальб,2,False,16286,
Ад Морелл,2,False,16287,
Олан,2,False,16288,
Світлан Савіськ,2,False,16289,
Ентон Джонсон,2,False,16290,
Олександр Сіваченк,2,False,16291,
Натал Кузьменк,2,False,16292,
Константин Малофе,2,False,16293,
Дейв Паттерсон,2,False,16294,
Олександр Цурул,2,False,16295,
Ніл Дракманн,2,False,16296,
Никола Угодник,2,False,16297,
Надежд Жолобак,2,False,16298,
Володимир Малух,2,False,16299,
Васил Кобин,2,False,16300,
Джейм Вард,2,False,16301,
Харв Барнс,2,False,16302,
Юл Шестак,2,False,16303,
Олег Петренк,2,False,16304,
Татья Бондаренк,2,False,16305,
Николас Кейдж,2,False,16306,
Ант Трифон,2,False,16307,
Ван дер,2,False,16308,
Вітал Кравчук,2,False,16309,
Республік Ботсван,2,False,16310,
Олив Боуэн,2,False,16311,
Сьюз Коен,2,False,16312,
Юр Скалецк,2,False,16313,
Євген Макаренк,2,False,16314,
Надежд Чернышов,2,False,16315,
Міненк,2,False,16316,
Луганськ Од Даніл,2,False,16317,
Анджел Левин,2,False,16318,
Ігор Гавлітін,2,False,16319,
Ольг Челенк,2,False,16320,
Лиз Мурковск,2,False,16321,
Михайл Пруцак,2,False,16322,
Юр Фирс,2,False,16323,
Захар Бойк,2,False,16324,
Натал Іллівн,2,False,16325,
Ан Белоусов,2,False,16326,
Олександр Твердохліб,2,False,16327,
Ольг Швец,2,False,16328,
Ігор Трофімчук,2,False,16329,
Вольфрам Ляйб,2,False,16330,
Макс Пилипенк,2,False,16331,
Наталк,2,False,16332,
Рома Григорчук,2,False,16333,
Ан подписчик,2,False,16334,
Валентин Зайцев,2,False,16335,
Олекс Гнатковськ,2,False,16336,
Дзімм,2,False,16337,
Олександр Войцеховськ,2,False,16338,
Михаил Пасечник,2,False,16339,
Мирослав Олександрівн,2,False,16340,
Дмитр Самофал,2,False,16341,
Русла Агибалов,2,False,16342,
Яак Мадисон,2,False,16343,
Олен Голубнич,2,False,16344,
Філіп Шовген,2,False,16345,
Натал Іван,2,False,16346,
Олександр Біляк,2,False,16347,
Волонетрк,2,False,16348,
Доменік Ющенк,2,False,16349,
Ларис Матвеєв,2,False,16350,
Микол Романюк,2,False,16351,
Андр Черноус,2,False,16352,
Джордж Шульц,2,False,16353,
Валер Шоломіцьк,2,False,16354,
Улоф Пальм,2,False,16355,
Олег Мусиенк,2,False,16356,
Васил Одрехівськ,2,False,16357,
Олег Львовськ,2,False,16358,
Саш Эллерт,2,False,16359,
Александр Петр,2,False,16360,
Павел Федосенк,2,False,16361,
Тихон Клюкач,2,False,16362,
Алин Тис,2,False,16363,
Іван Балаш,2,False,16364,
Ольг Симчич,2,False,16365,
Джорджин Вейналдум,2,False,16366,
Ігор Васьк,2,False,16367,
Медведчук Марченк,2,False,16368,
Джама Мусиа,2,False,16369,
Алл Келемец,2,False,16370,
Михайл Петрішк,2,False,16371,
Артур Чемерис,2,False,16372,
Міненергетик,2,False,16373,
Віктор Іськ,2,False,16374,
Татья Амарий-нырков,2,False,16375,
Серге Захаров,2,False,16376,
Микол Невмержицьк,2,False,16377,
Серг Копейкін,2,False,16378,
Даш Зотеев,2,False,16379,
Рома Синицын,2,False,16380,
Віктор Мандзяк,2,False,16381,
Галин Салдан,2,False,16382,
Алба де,2,False,16383,
Юр Крук,2,False,16384,
Ніколас Бланчемен,2,False,16385,
Дмитр Рибалк,2,False,16386,
Валер Лутковск,2,False,16387,
Атрошенк,2,False,16388,
Натан Мірволд,2,False,16389,
Анатол Занченк,2,False,16390,
Макс Дегтяр,2,False,16391,
Серг Мисюр,2,False,16392,
Ил Плавник,2,False,16393,
Фабриц Рома,2,False,16394,
Юр Яковл,2,False,16395,
Яр Самчук,2,False,16396,
Александр Почкун,2,False,16397,
Джон Рекс,2,False,16398,
Ігор Шар,2,False,16399,
Володимир Таран,2,False,16400,
Ни Суин,2,False,16401,
Станісл Шапорт,2,False,16402,
Дэвид Боу,2,False,16403,
Андр Бортнік,2,False,16404,
Павл Яблонськ,2,False,16405,
Кат Луференк,2,False,16406,
Євген Засядьк,2,False,16407,
Огн Вукоевич,2,False,16408,
Александр Солдат,2,False,16409,
Дмитр Мельничук,2,False,16410,
Іван Марченк,2,False,16411,
Федір Аврук,2,False,16412,
Володимир Поповіч,2,False,16413,
Кейт Хадсон,2,False,16414,
Лесл Ман,2,False,16415,
Елизавет Кривоног,2,False,16416,
Євген Грицишин,2,False,16417,
Харатін,2,False,16418,
Арміяінформ,2,False,16419,
Серг Кургиня,2,False,16420,
Світлан Денисюк,2,False,16421,
Александр Дедюхин,2,False,16422,
Людм Марченк,2,False,16423,
Тамар Кіт,2,False,16424,
Олександр Кузнєц,2,False,16425,
Марі Томич,2,False,16426,
Вітал Ковтонюк,2,False,16427,
Филимон неожида,2,False,16428,
Катрин Фраз,2,False,16429,
Русла Горбенк,2,False,16430,
Кристин сообщ,2,False,16431,
Любов Величк,2,False,16432,
Александр Ляказетт,2,False,16433,
Доменік Віталін,2,False,16434,
Тетян Мітєв,2,False,16435,
Фонд Білл та Мелінд Гейтс,2,False,16436,
Вад Купальськ,2,False,16437,
Джош Вінгр,2,False,16438,
Дерек,2,False,16439,
Мишел,2,False,16440,
Александр Куницк,2,False,16441,
Катарин Гаранин,2,False,16442,
Валентин Лесик,2,False,16443,
Андр Гнатуш,2,False,16444,
Андре Аньєлл,2,False,16445,
Марин Бєл,2,False,16446,
Комащенк В . М . (,2,False,16447,
Серг Ульян,2,False,16448,
Александр Глущенк,2,False,16449,
Марлен Дітр,2,False,16450,
Андр Шульгін,2,False,16451,
Пьер Кард,2,False,16452,
Євгені Кулеб,2,False,16453,
Юр Чернецк,2,False,16454,
Серг Перма,2,False,16455,
Євген Тесл,2,False,16456,
Володимир Бобк,2,False,16457,
Беляк,2,False,16458,
Гутьєррес,2,False,16459,
Патрік Оттілінгер,2,False,16460,
Віктор Соботюк,2,False,16461,
Александр Дубин,2,False,16462,
Бровар,2,False,16463,
Посол Ізраїл,2,False,16464,
Татья Марков,2,False,16465,
Джеспер,2,False,16466,
Рыжик,2,False,16467,
Тетян Комащенк,2,False,16468,
Ал Самбул,2,False,16469,
Райа Рейнольдс,2,False,16470,
Іл Мандел,2,False,16471,
Олександр Балдинюк,2,False,16472,
Экс-премьер Азар,2,False,16473,
Татья Чумаченк,2,False,16474,
Серг Вербицк,2,False,16475,
Зігмунд Фрейд,2,False,16476,
Феррейр,2,False,16477,
Ива Нариман,2,False,16478,
Оксан Роман,2,False,16479,
Людмил Опришк,2,False,16480,
Ашраф Нувейр,2,False,16481,
Александр Слобожа,2,False,16482,
Віктор Верес,2,False,16483,
Метт Касселс,2,False,16484,
Соф Калюжн,2,False,16485,
Гег Манукя,2,False,16486,
Ольг Савицк,2,False,16487,
Домінік Цибулк,2,False,16488,
Вітал Єлькін,2,False,16489,
Веронік Селег,2,False,16490,
Тетян Гетьман,2,False,16491,
Юр Аксенин,2,False,16492,
Александр Молох,2,False,16493,
Стив Бреннок,2,False,16494,
Александр Владимир,2,False,16495,
Александр Лукаш,2,False,16496,
Анн Воловодік,2,False,16497,
Натал Сабадош,2,False,16498,
Андр Шимановськ,2,False,16499,
Ил Авербух,2,False,16500,
Ерік Де Загон,2,False,16501,
Кирилл Поляк,2,False,16502,
Олег Лугов,2,False,16503,
Телеграф,2,False,16504,
Анатол Савченк,2,False,16505,
Ал Берсет,2,False,16506,
Лир Мерсер,2,False,16507,
Монфіс,2,False,16508,
Вір Бон,2,False,16509,
Рома Манекин,2,False,16510,
Александр Жар,2,False,16511,
Валентин Лосовськ,2,False,16512,
Дмитр Семех,2,False,16513,
Еліот Гіґґінс,2,False,16514,
Ирин Меладз,2,False,16515,
Андр Кура,2,False,16516,
Труханов,2,False,16517,
Радика Стерненк,2,False,16518,
Никола Скавронск,2,False,16519,
Джейсон Вайнберг,2,False,16520,
Кэндис Пат,2,False,16521,
Ліл Брудницьк,2,False,16522,
Віктор Мал,2,False,16523,
Олен Люб,2,False,16524,
Анн Завальськ,2,False,16525,
Виктор Павловск,2,False,16526,
Том Фрид,2,False,16527,
Ігор Базалінськ,2,False,16528,
Асс Адамов,2,False,16529,
Васил Галама,2,False,16530,
Юл Толмач,2,False,16531,
Ад Маршалл,2,False,16532,
Фабіан Ліндертц,2,False,16533,
Надежд Васильевн,2,False,16534,
Март Уолш,2,False,16535,
Грегор Міддлтон,2,False,16536,
Майкл Фелпс,2,False,16537,
Олен Бородулін,2,False,16538,
Роман Гром,2,False,16539,
Георг Марин,2,False,16540,
Кирилл Молод,2,False,16541,
Натал Шоломейчук,2,False,16542,
Тетян Шапошнік,2,False,16543,
Евелін Міддер,2,False,16544,
Кертт Нісканен,2,False,16545,
Володимир Хімяк,2,False,16546,
Владимир Величк,2,False,16547,
Макс Стріх,2,False,16548,
Катерин Метельськ,2,False,16549,
Пол Кругман,2,False,16550,
Віктор Саласенк,2,False,16551,
Марк Сір,2,False,16552,
Андр Дигдалович,2,False,16553,
Витал,2,False,16554,
Юр Бов,2,False,16555,
Роз Ветр,2,False,16556,
Натал Білявськ,2,False,16557,
Іван Собк,2,False,16558,
Тобіас Моерс,2,False,16559,
Ігор Матковськ,2,False,16560,
прессекретар Біл дом Джен,2,False,16561,
Тетян Слащук,2,False,16562,
Владисла Ищенк,2,False,16563,
Норберт Рюкер,2,False,16564,
Ан Бера,2,False,16565,
Владимир Топч,2,False,16566,
Дэн Грейсон,2,False,16567,
Александр Карпюк,2,False,16568,
Олександр Шумськ,2,False,16569,
Владислав Павлик,2,False,16570,
Річард Бахман,2,False,16571,
Валентин Мізюк,2,False,16572,
Іван Житник,2,False,16573,
Фамил Татаров,2,False,16574,
Уильям принц Гарр,2,False,16575,
Андр Петренк,2,False,16576,
Серг Риж,2,False,16577,
Илон Ютовец,2,False,16578,
Ила Шварц,2,False,16579,
Тон Радван,2,False,16580,
Кристиан-леон Цуркан,2,False,16581,
Олег Корнієнк,2,False,16582,
Олен Михальченк,2,False,16583,
Владимир Горковенк,2,False,16584,
Фат Кавлак,2,False,16585,
Олен Величанськ,2,False,16586,
Олександр Блін,2,False,16587,
Вадим Кобзев,2,False,16588,
Меррік Гарланд,2,False,16589,
Ігор Шкоропаняк,2,False,16590,
Лейн,2,False,16591,
Игор Шолтыс,2,False,16592,
Алекс Михайлюк,2,False,16593,
Віктор Пустовіт,2,False,16594,
Линс Марр,2,False,16595,
Анатол Тимошенк,2,False,16596,
Мег Миллион,2,False,16597,
Андр Гринюк,2,False,16598,
Галин Смачил,2,False,16599,
Володимир Мітковськ,2,False,16600,
Петр Савончак,2,False,16601,
Хиггинс,2,False,16602,
Гульса Мамадиев,2,False,16603,
Роб Флаэрт,2,False,16604,
Анастасі Поповськ,2,False,16605,
Джорджин Родригес,2,False,16606,
Серг Звер,2,False,16607,
Михайл Галян,2,False,16608,
Анастас Понедельник,2,False,16609,
Ігор Григорян,2,False,16610,
Юр Дедух,2,False,16611,
Константин Сивк,2,False,16612,
Ольг Проскур,2,False,16613,
Катерин Білан,2,False,16614,
Алексе .,2,False,16615,
Кирилл Скачк,2,False,16616,
Коран,2,False,16617,
Едуард Новік,2,False,16618,
Алекс Криворучк,2,False,16619,
Рольф Муцен,2,False,16620,
Харьковчанин,2,False,16621,
Зуза Чапутов,2,False,16622,
Олександр Кувен,2,False,16623,
Александр Ржавск,2,False,16624,
Томм Густафссон,2,False,16625,
